Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-06 15:30:00-05:00,188.36000061035156,189.30999755859375,188.1699981689453,189.2899932861328,4836714,0.0,0.0
2024-02-07 09:30:00-05:00,190.63999938964844,191.0500030517578,188.61000061035156,190.37100219726562,13070939,0.0,0.0
2024-02-07 10:30:00-05:00,190.3800048828125,190.39999389648438,188.80599975585938,189.0749969482422,6941625,0.0,0.0
2024-02-07 11:30:00-05:00,189.0749969482422,189.27000427246094,188.80999755859375,188.9949951171875,4142050,0.0,0.0
2024-02-07 12:30:00-05:00,189.0,189.1750030517578,188.64999389648438,189.1199951171875,4225096,0.0,0.0
2024-02-07 13:30:00-05:00,189.1300048828125,189.2949981689453,188.86000061035156,188.97340393066406,3634993,0.0,0.0
2024-02-07 14:30:00-05:00,188.97999572753906,189.41000366210938,188.88999938964844,189.1750030517578,4428203,0.0,0.0
2024-02-07 15:30:00-05:00,189.1750030517578,189.4199981689453,188.93499755859375,189.41000366210938,5356489,0.0,0.0
2024-02-08 09:30:00-05:00,189.38499450683594,189.53500366210938,187.77000427246094,187.79640197753906,9404735,0.0,0.0
2024-02-08 10:30:00-05:00,187.8000030517578,188.22000122070312,187.35000610351562,188.0050048828125,5999088,0.0,0.0
2024-02-08 11:30:00-05:00,187.99070739746094,188.7198944091797,187.93499755859375,188.6999969482422,3704042,0.0,0.0
2024-02-08 12:30:00-05:00,188.70899963378906,188.75,188.0,188.22999572753906,3684608,0.0,0.0
2024-02-08 13:30:00-05:00,188.22999572753906,188.35000610351562,187.99000549316406,188.02000427246094,2950677,0.0,0.0
2024-02-08 14:30:00-05:00,188.01499938964844,188.44500732421875,187.99000549316406,188.33999633789062,3130920,0.0,0.0
2024-02-08 15:30:00-05:00,188.35499572753906,188.4199981689453,188.07000732421875,188.33999633789062,4392367,0.0,0.0
2024-02-09 09:30:00-05:00,188.64999389648438,188.92999267578125,188.0,188.49000549316406,7269191,0.24,0.0
2024-02-09 10:30:00-05:00,188.49000549316406,189.86000061035156,188.39999389648438,189.58580017089844,7262095,0.0,0.0
2024-02-09 11:30:00-05:00,189.58839416503906,189.99000549316406,189.10009765625,189.33999633789062,5933174,0.0,0.0
2024-02-09 12:30:00-05:00,189.3350067138672,189.67999267578125,189.14999389648438,189.4700927734375,3946336,0.0,0.0
2024-02-09 13:30:00-05:00,189.47999572753906,189.52999877929688,188.6999969482422,188.85000610351562,3957939,0.0,0.0
2024-02-09 14:30:00-05:00,188.8406982421875,189.02999877929688,188.56500244140625,188.80999755859375,3908875,0.0,0.0
2024-02-09 15:30:00-05:00,188.80999755859375,188.91000366210938,188.57000732421875,188.82000732421875,4247081,0.0,0.0
2024-02-12 09:30:00-05:00,188.4149932861328,188.6699981689453,187.44000244140625,187.46859741210938,9188512,0.0,0.0
2024-02-12 10:30:00-05:00,187.47000122070312,188.05999755859375,187.38009643554688,187.99000549316406,5040878,0.0,0.0
2024-02-12 11:30:00-05:00,187.99000549316406,188.17999267578125,187.6999969482422,187.86500549316406,3034871,0.0,0.0
2024-02-12 12:30:00-05:00,187.8603057861328,188.3699951171875,187.86019897460938,187.97500610351562,3095209,0.0,0.0
2024-02-12 13:30:00-05:00,187.97500610351562,188.1096954345703,187.41000366210938,187.4499969482422,3735143,0.0,0.0
2024-02-12 14:30:00-05:00,187.44500732421875,187.5,186.7899932861328,187.11000061035156,3698293,0.0,0.0
2024-02-12 15:30:00-05:00,187.10890197753906,187.4499969482422,186.8800048828125,187.17999267578125,4927400,0.0,0.0
2024-02-13 09:30:00-05:00,185.77000427246094,186.2100067138672,184.17999267578125,185.47079467773438,13054284,0.0,0.0
2024-02-13 10:30:00-05:00,185.4799041748047,186.11990356445312,185.36000061035156,185.61000061035156,5752805,0.0,0.0
2024-02-13 11:30:00-05:00,185.59500122070312,185.73939514160156,185.25160217285156,185.47500610351562,3585593,0.0,0.0
2024-02-13 12:30:00-05:00,185.47999572753906,185.77000427246094,185.11000061035156,185.2949981689453,3022354,0.0,0.0
2024-02-13 13:30:00-05:00,185.2899932861328,185.3800048828125,184.19000244140625,184.28500366210938,4531260,0.0,0.0
2024-02-13 14:30:00-05:00,184.27999877929688,184.59500122070312,183.51280212402344,183.7299041748047,5652730,0.0,0.0
2024-02-13 15:30:00-05:00,183.72500610351562,185.1999969482422,183.69000244140625,185.02999877929688,7155981,0.0,0.0
2024-02-14 09:30:00-05:00,185.32000732421875,185.52999877929688,183.4199981689453,183.8000030517578,10773002,0.0,0.0
2024-02-14 10:30:00-05:00,183.80499267578125,183.9600067138672,182.80349731445312,183.49000549316406,7267868,0.0,0.0
2024-02-14 11:30:00-05:00,183.49000549316406,183.60000610351562,182.50999450683594,182.8000030517578,5070640,0.0,0.0
2024-02-14 12:30:00-05:00,182.8000030517578,182.92739868164062,182.44000244140625,182.57000732421875,4266603,0.0,0.0
2024-02-14 13:30:00-05:00,182.5800018310547,183.19000244140625,182.49000549316406,183.14999389648438,4242351,0.0,0.0
2024-02-14 14:30:00-05:00,183.16000366210938,183.55999755859375,182.80999755859375,183.52499389648438,4560865,0.0,0.0
2024-02-14 15:30:00-05:00,183.52999877929688,184.27000427246094,183.42449951171875,184.02000427246094,6170787,0.0,0.0
2024-02-15 09:30:00-05:00,183.5500030517578,184.0894012451172,181.35000610351562,181.8800048828125,15865879,0.0,0.0
2024-02-15 10:30:00-05:00,181.89999389648438,182.1199951171875,181.44000244140625,181.99000549316406,7072846,0.0,0.0
2024-02-15 11:30:00-05:00,182.0,182.24989318847656,181.55999755859375,182.02499389648438,4268275,0.0,0.0
2024-02-15 12:30:00-05:00,182.02999877929688,182.19500732421875,181.6649932861328,182.0500030517578,4337741,0.0,0.0
2024-02-15 13:30:00-05:00,182.0458984375,182.4600067138672,181.86000061035156,181.97889709472656,5128374,0.0,0.0
2024-02-15 14:30:00-05:00,181.97000122070312,182.64999389648438,181.74000549316406,182.38009643554688,5376205,0.0,0.0
2024-02-15 15:30:00-05:00,182.38690185546875,184.49000549316406,182.2100067138672,183.9499969482422,11866107,0.0,0.0
2024-02-16 09:30:00-05:00,183.75,184.85000610351562,181.86000061035156,182.5449981689453,14074668,0.0,0.0
2024-02-16 10:30:00-05:00,182.5500030517578,183.44729614257812,182.4199981689453,183.14999389648438,5935048,0.0,0.0
2024-02-16 11:30:00-05:00,183.15499877929688,183.2899932861328,182.72000122070312,182.94009399414062,3563098,0.0,0.0
2024-02-16 12:30:00-05:00,182.9499969482422,183.00999450683594,182.47999572753906,182.64999389648438,3133873,0.0,0.0
2024-02-16 13:30:00-05:00,182.65699768066406,183.17999267578125,182.48500061035156,183.14300537109375,3501742,0.0,0.0
2024-02-16 14:30:00-05:00,183.1488037109375,183.19749450683594,182.02999877929688,182.25599670410156,4414931,0.0,0.0
2024-02-16 15:30:00-05:00,182.25999450683594,182.30999755859375,181.6649932861328,182.2899932861328,5087964,0.0,0.0
2024-02-20 09:30:00-05:00,182.0,182.42999267578125,180.2449951171875,180.4600067138672,11558221,0.0,0.0
2024-02-20 10:30:00-05:00,180.4600067138672,181.1649932861328,180.0,181.125,6406312,0.0,0.0
2024-02-20 11:30:00-05:00,181.1300048828125,181.3699951171875,180.60000610351562,180.7449951171875,5338226,0.0,0.0
2024-02-20 12:30:00-05:00,180.7449951171875,180.9499969482422,180.44000244140625,180.50999450683594,3708310,0.0,0.0
2024-02-20 13:30:00-05:00,180.5050048828125,180.83999633789062,180.39999389648438,180.69000244140625,3193463,0.0,0.0
2024-02-20 14:30:00-05:00,180.69000244140625,181.4600067138672,180.47000122070312,181.38270568847656,3858975,0.0,0.0
2024-02-20 15:30:00-05:00,181.38999938964844,181.66000366210938,180.86000061035156,181.61000061035156,6301252,0.0,0.0
2024-02-21 09:30:00-05:00,181.60000610351562,182.8887939453125,181.55499267578125,182.55999755859375,9104336,0.0,0.0
2024-02-21 10:30:00-05:00,182.55999755859375,182.64999389648438,182.07000732421875,182.15499877929688,4359759,0.0,0.0
2024-02-21 11:30:00-05:00,182.14999389648438,182.3300018310547,181.36000061035156,181.38999938964844,3729837,0.0,0.0
2024-02-21 12:30:00-05:00,181.38999938964844,181.72500610351562,181.05999755859375,181.4199981689453,3311637,0.0,0.0
2024-02-21 13:30:00-05:00,181.42999267578125,181.52000427246094,180.66000366210938,180.9499969482422,3555971,0.0,0.0
2024-02-21 14:30:00-05:00,180.9499969482422,181.30499267578125,180.76499938964844,181.2050018310547,3885929,0.0,0.0
2024-02-21 15:30:00-05:00,181.2100067138672,182.38999938964844,181.2050018310547,182.3300018310547,4689099,0.0,0.0
2024-02-22 09:30:00-05:00,183.83999633789062,184.0399932861328,182.5240020751953,183.05499267578125,11857133,0.0,0.0
2024-02-22 10:30:00-05:00,183.05999755859375,183.2967987060547,182.4600067138672,183.03500366210938,4961137,0.0,0.0
2024-02-22 11:30:00-05:00,183.0399932861328,183.25999450683594,182.74000549316406,183.05999755859375,3670959,0.0,0.0
2024-02-22 12:30:00-05:00,183.07000732421875,184.11000061035156,183.0,184.0399932861328,4935398,0.0,0.0
2024-02-22 13:30:00-05:00,184.0500030517578,184.9499969482422,183.94000244140625,184.94000244140625,4540628,0.0,0.0
2024-02-22 14:30:00-05:00,184.94000244140625,184.9550018310547,184.38999938964844,184.55999755859375,5171492,0.0,0.0
2024-02-22 15:30:00-05:00,184.56739807128906,184.6199951171875,184.17999267578125,184.3699951171875,7964831,0.0,0.0
2024-02-23 09:30:00-05:00,185.00999450683594,185.0399932861328,183.2949981689453,183.3000030517578,8567439,0.0,0.0
2024-02-23 10:30:00-05:00,183.2949981689453,183.55599975585938,182.63999938964844,183.0590057373047,5717230,0.0,0.0
2024-02-23 11:30:00-05:00,183.05499267578125,183.11500549316406,182.39010620117188,182.55999755859375,4001601,0.0,0.0
2024-02-23 12:30:00-05:00,182.55499267578125,182.9600067138672,182.30999755859375,182.9550018310547,6905673,0.0,0.0
2024-02-23 13:30:00-05:00,182.9550018310547,182.97000122070312,182.4302978515625,182.47000122070312,2955884,0.0,0.0
2024-02-23 14:30:00-05:00,182.47999572753906,182.69500732421875,182.44000244140625,182.5850067138672,4028588,0.0,0.0
2024-02-23 15:30:00-05:00,182.58999633789062,182.82000732421875,182.22999572753906,182.50999450683594,5352894,0.0,0.0
2024-02-26 09:30:00-05:00,182.39999389648438,182.75999450683594,181.14840698242188,181.60220336914062,8939120,0.0,0.0
2024-02-26 10:30:00-05:00,181.61000061035156,181.85000610351562,180.74000549316406,180.94000244140625,5659166,0.0,0.0
2024-02-26 11:30:00-05:00,180.94000244140625,181.25999450683594,180.8350067138672,180.97000122070312,3653300,0.0,0.0
2024-02-26 12:30:00-05:00,180.9730987548828,181.3300018310547,180.64999389648438,180.98500061035156,3721259,0.0,0.0
2024-02-26 13:30:00-05:00,180.99000549316406,181.72999572753906,180.85000610351562,181.71200561523438,3813825,0.0,0.0
2024-02-26 14:30:00-05:00,181.7100067138672,181.77999877929688,181.25999450683594,181.3800048828125,3361670,0.0,0.0
2024-02-26 15:30:00-05:00,181.3800048828125,181.47000122070312,181.0749969482422,181.13999938964844,4001708,0.0,0.0
2024-02-27 09:30:00-05:00,181.25,181.6699981689453,180.3000030517578,181.1699981689453,8245225,0.0,0.0
2024-02-27 10:30:00-05:00,181.16009521484375,181.27000427246094,180.75999450683594,180.86279296875,3681857,0.0,0.0
2024-02-27 11:30:00-05:00,180.86000061035156,181.01010131835938,180.5500030517578,180.69000244140625,2764462,0.0,0.0
2024-02-27 12:30:00-05:00,180.68499755859375,180.7899932861328,180.04010009765625,180.06539916992188,3614103,0.0,0.0
2024-02-27 13:30:00-05:00,180.07000732421875,182.60000610351562,179.55999755859375,182.60000610351562,10154303,0.0,0.0
2024-02-27 14:30:00-05:00,182.597900390625,183.92250061035156,182.17999267578125,182.60499572753906,12441282,0.0,0.0
2024-02-27 15:30:00-05:00,182.60000610351562,182.75,182.27999877929688,182.6300048828125,6563443,0.0,0.0
2024-02-28 09:30:00-05:00,182.50999450683594,183.1199951171875,181.11000061035156,181.16000366210938,11442944,0.0,0.0
2024-02-28 10:30:00-05:00,181.16000366210938,181.76499938964844,180.9600067138672,181.60150146484375,5720266,0.0,0.0
2024-02-28 11:30:00-05:00,181.6199951171875,181.6699981689453,180.60000610351562,180.7010040283203,6240997,0.0,0.0
2024-02-28 12:30:00-05:00,180.70469665527344,180.70469665527344,180.1300048828125,180.60220336914062,5735191,0.0,0.0
2024-02-28 13:30:00-05:00,180.61000061035156,180.92999267578125,180.5301055908203,180.61990356445312,3681788,0.0,0.0
2024-02-28 14:30:00-05:00,180.60499572753906,180.86000061035156,180.35000610351562,180.8350067138672,4490821,0.0,0.0
2024-02-28 15:30:00-05:00,180.8350067138672,181.47000122070312,180.8350067138672,181.4199981689453,5579634,0.0,0.0
2024-02-29 09:30:00-05:00,182.0,182.36000061035156,181.2899932861328,181.6199951171875,12685419,0.0,0.0
2024-02-29 10:30:00-05:00,181.62530517578125,181.7100067138672,180.4199981689453,180.42999267578125,7277897,0.0,0.0
2024-02-29 11:30:00-05:00,180.4250030517578,180.42999267578125,179.52999877929688,179.82000732421875,8149732,0.0,0.0
2024-02-29 12:30:00-05:00,179.82000732421875,180.8000030517578,179.64999389648438,180.3800048828125,7795890,0.0,0.0
2024-02-29 13:30:00-05:00,180.3800048828125,180.49000549316406,179.67999267578125,180.11000061035156,6547702,0.0,0.0
2024-02-29 14:30:00-05:00,180.1199951171875,180.6999969482422,179.86000061035156,180.5850067138672,6246756,0.0,0.0
2024-02-29 15:30:00-05:00,180.5850067138672,181.11000061035156,179.57000732421875,180.77000427246094,13220925,0.0,0.0
2024-03-01 09:30:00-05:00,180.10000610351562,180.43310546875,178.29600524902344,178.30850219726562,11740393,0.0,0.0
2024-03-01 10:30:00-05:00,178.30999755859375,178.47000122070312,177.6699981689453,178.22999572753906,18570130,0.0,0.0
2024-03-01 11:30:00-05:00,178.25,178.25,177.3800048828125,178.0399932861328,8174326,0.0,0.0
2024-03-01 12:30:00-05:00,178.04220581054688,178.8000030517578,177.9499969482422,178.70010375976562,6896281,0.0,0.0
2024-03-01 13:30:00-05:00,178.7050018310547,180.22000122070312,178.55999755859375,180.1999969482422,7669052,0.0,0.0
2024-03-01 14:30:00-05:00,180.1999969482422,180.2050018310547,179.5500030517578,179.67999267578125,6521136,0.0,0.0
2024-03-01 15:30:00-05:00,179.67999267578125,179.8000030517578,179.4149932861328,179.63999938964844,5971790,0.0,0.0
2024-03-04 09:30:00-05:00,175.8000030517578,176.8300018310547,173.92999267578125,174.1699981689453,24053178,0.0,0.0
2024-03-04 10:30:00-05:00,174.19000244140625,175.02000427246094,173.89999389648438,174.81500244140625,0,0.0,0.0
2024-03-04 11:30:00-05:00,174.82000732421875,175.0050048828125,174.00999450683594,174.6269989013672,5211390,0.0,0.0
2024-03-04 12:30:00-05:00,174.6300048828125,174.67999267578125,173.79010009765625,173.90499877929688,4979309,0.0,0.0
2024-03-04 13:30:00-05:00,173.89999389648438,174.5050048828125,173.7949981689453,174.35000610351562,4710827,0.0,0.0
2024-03-04 14:30:00-05:00,174.35629272460938,175.64500427246094,174.35499572753906,175.44000244140625,5373792,0.0,0.0
2024-03-04 15:30:00-05:00,175.44500732421875,175.5,174.9499969482422,175.08999633789062,28556373,0.0,0.0
2024-03-05 09:30:00-05:00,171.0,171.97000122070312,169.89999389648438,169.91000366210938,28565817,0.0,0.0
2024-03-05 10:30:00-05:00,169.9199981689453,170.82000732421875,169.6199951171875,170.61000061035156,11409729,0.0,0.0
2024-03-05 11:30:00-05:00,170.07000732421875,170.89500427246094,169.86000061035156,170.78500366210938,0,0.0,0.0
2024-03-05 12:30:00-05:00,170.78500366210938,170.82870483398438,170.14999389648438,170.47000122070312,4315788,0.0,0.0
2024-03-05 13:30:00-05:00,170.4600067138672,170.4720001220703,169.94000244140625,170.04400634765625,5130323,0.0,0.0
2024-03-05 14:30:00-05:00,170.04989624023438,170.24830627441406,169.7899932861328,169.97999572753906,5324135,0.0,0.0
2024-03-05 15:30:00-05:00,169.99000549316406,170.1999969482422,169.8300018310547,170.1699981689453,32406499,0.0,0.0
2024-03-06 09:30:00-05:00,170.42999267578125,171.07000732421875,168.92999267578125,169.5800018310547,20056778,0.0,0.0
2024-03-06 10:30:00-05:00,169.58999633789062,170.0500030517578,169.27000427246094,169.77999877929688,0,0.0,0.0
2024-03-06 11:30:00-05:00,169.77499389648438,170.3000030517578,169.3350067138672,170.17990112304688,5004145,0.0,0.0
2024-03-06 12:30:00-05:00,170.1750030517578,170.35000610351562,169.91000366210938,169.9915008544922,3526171,0.0,0.0
2024-03-06 13:30:00-05:00,169.9949951171875,170.0449981689453,168.67999267578125,169.10000610351562,4963027,0.0,0.0
2024-03-06 14:30:00-05:00,169.11000061035156,169.24000549316406,168.6999969482422,169.0,4147280,0.0,0.0
2024-03-06 15:30:00-05:00,169.00999450683594,169.39500427246094,168.8699951171875,169.1199951171875,21763131,0.0,0.0
2024-03-07 09:30:00-05:00,169.14999389648438,169.77999877929688,168.49000549316406,168.97000122070312,15511305,0.0,0.0
2024-03-07 10:30:00-05:00,168.97999572753906,169.52999877929688,168.61000061035156,169.27999877929688,8462490,0.0,0.0
2024-03-07 11:30:00-05:00,169.2899932861328,169.60000610351562,168.9199981689453,169.16000366210938,6669342,0.0,0.0
2024-03-07 12:30:00-05:00,169.1699981689453,169.64999389648438,168.99000549316406,169.625,5894598,0.0,0.0
2024-03-07 13:30:00-05:00,169.6300048828125,170.72999572753906,169.5500030517578,170.10000610351562,9957544,0.0,0.0
2024-03-07 14:30:00-05:00,170.08999633789062,170.44000244140625,169.60049438476562,169.610107421875,6424710,0.0,0.0
2024-03-07 15:30:00-05:00,169.61500549316406,169.66000366210938,168.89999389648438,168.97999572753906,7405147,0.0,0.0
2024-03-08 09:30:00-05:00,169.0,171.8489990234375,168.94000244140625,171.77999877929688,16160343,0.0,0.0
2024-03-08 10:30:00-05:00,171.77999877929688,172.0500030517578,171.02000427246094,171.6199951171875,9142498,0.0,0.0
2024-03-08 11:30:00-05:00,171.6199951171875,172.77000427246094,170.92999267578125,172.71499633789062,10400918,0.0,0.0
2024-03-08 12:30:00-05:00,172.72000122070312,172.7899932861328,171.7100067138672,172.22999572753906,6861688,0.0,0.0
2024-03-08 13:30:00-05:00,172.23500061035156,173.5,172.08999633789062,173.47000122070312,7762851,0.0,0.0
2024-03-08 14:30:00-05:00,173.47000122070312,173.6999969482422,171.34500122070312,171.39999389648438,8844545,0.0,0.0
2024-03-08 15:30:00-05:00,171.41000366210938,171.73280334472656,170.72000122070312,170.74000549316406,8836925,0.0,0.0
2024-03-11 09:30:00-04:00,173.25,174.25,172.8300018310547,173.35000610351562,17506196,0.0,0.0
2024-03-11 10:30:00-04:00,173.34890747070312,173.63999938964844,172.2899932861328,172.673095703125,7509998,0.0,0.0
2024-03-11 11:30:00-04:00,172.67799377441406,173.32960510253906,172.5399932861328,172.82000732421875,5417242,0.0,0.0
2024-03-11 12:30:00-04:00,172.8249969482422,172.97999572753906,172.0500030517578,172.38999938964844,3959687,0.0,0.0
2024-03-11 13:30:00-04:00,172.38499450683594,173.4199981689453,172.22000122070312,172.625,5585359,0.0,0.0
2024-03-11 14:30:00-04:00,172.6300048828125,172.94000244140625,172.43499755859375,172.6999969482422,4048971,0.0,0.0
2024-03-11 15:30:00-04:00,172.7100067138672,173.0699005126953,172.4499969482422,172.7899932861328,5939837,0.0,0.0
2024-03-12 09:30:00-04:00,173.14999389648438,173.47000122070312,171.00999450683594,172.63499450683594,13927121,0.0,0.0
2024-03-12 10:30:00-04:00,172.63999938964844,172.91000366210938,172.32009887695312,172.67990112304688,6625420,0.0,0.0
2024-03-12 11:30:00-04:00,172.6750030517578,173.10000610351562,172.21499633789062,172.52000427246094,5867479,0.0,0.0
2024-03-12 12:30:00-04:00,172.52999877929688,173.25999450683594,171.94000244140625,173.0399932861328,6672048,0.0,0.0
2024-03-12 13:30:00-04:00,173.0449981689453,173.83999633789062,173.00999450683594,173.79989624023438,5308038,0.0,0.0
2024-03-12 14:30:00-04:00,173.7949981689453,174.00999450683594,173.35000610351562,173.84500122070312,5389586,0.0,0.0
2024-03-12 15:30:00-04:00,173.85499572753906,174.02999877929688,173.14999389648438,173.22000122070312,6368886,0.0,0.0
2024-03-13 09:30:00-04:00,172.77000427246094,173.18499755859375,170.75999450683594,170.98500061035156,11960722,0.0,0.0
2024-03-13 10:30:00-04:00,170.98500061035156,171.35000610351562,170.86500549316406,170.9949951171875,6130049,0.0,0.0
2024-03-13 11:30:00-04:00,171.0,171.17999267578125,170.8527069091797,171.05999755859375,4316300,0.0,0.0
2024-03-13 12:30:00-04:00,171.07000732421875,171.4600067138672,170.94000244140625,171.43499755859375,5621506,0.0,0.0
2024-03-13 13:30:00-04:00,171.42999267578125,171.75999450683594,171.16000366210938,171.5800018310547,3845695,0.0,0.0
2024-03-13 14:30:00-04:00,171.5800018310547,171.8000030517578,171.02999877929688,171.27999877929688,4228485,0.0,0.0
2024-03-13 15:30:00-04:00,171.27999877929688,171.7050018310547,171.0399932861328,171.1699981689453,5993931,0.0,0.0
2024-03-14 09:30:00-04:00,172.32000732421875,173.8249969482422,172.0500030517578,173.6649932861328,14937836,0.0,0.0
2024-03-14 10:30:00-04:00,173.6699981689453,174.30780029296875,173.3000030517578,173.33999633789062,8727021,0.0,0.0
2024-03-14 11:30:00-04:00,173.34500122070312,173.49000549316406,172.39999389648438,172.6699981689453,6752491,0.0,0.0
2024-03-14 12:30:00-04:00,172.67999267578125,173.36920166015625,172.24000549316406,172.96299743652344,9628933,0.0,0.0
2024-03-14 13:30:00-04:00,172.96890258789062,174.0,172.89999389648438,173.8249969482422,7128040,0.0,0.0
2024-03-14 14:30:00-04:00,173.8300018310547,173.83999633789062,172.22000122070312,172.66000366210938,6609776,0.0,0.0
2024-03-14 15:30:00-04:00,172.66000366210938,173.28250122070312,172.5032958984375,173.0800018310547,7750362,0.0,0.0
2024-03-15 09:30:00-04:00,171.0,172.47000122070312,170.56399536132812,170.610107421875,21995996,0.0,0.0
2024-03-15 10:30:00-04:00,170.61810302734375,171.1699981689453,170.2899932861328,170.9550018310547,5599492,0.0,0.0
2024-03-15 11:30:00-04:00,170.9550018310547,171.47999572753906,170.73199462890625,171.31500244140625,3771263,0.0,0.0
2024-03-15 12:30:00-04:00,171.31500244140625,171.51499938964844,170.60000610351562,170.69500732421875,3721006,0.0,0.0
2024-03-15 13:30:00-04:00,170.6999969482422,171.25,170.52499389648438,171.21499633789062,3679425,0.0,0.0
2024-03-15 14:30:00-04:00,171.21499633789062,171.99000549316406,171.08990478515625,171.86500549316406,4328832,0.0,0.0
2024-03-15 15:30:00-04:00,171.8560028076172,172.60000610351562,171.47799682617188,172.57000732421875,6260589,0.0,0.0
2024-03-18 09:30:00-04:00,175.60000610351562,177.5800018310547,174.89059448242188,177.35000610351562,22893626,0.0,0.0
2024-03-18 10:30:00-04:00,177.3699951171875,177.7100067138672,176.55999755859375,176.82000732421875,8667055,0.0,0.0
2024-03-18 11:30:00-04:00,176.82000732421875,176.90499877929688,175.1999969482422,175.25830078125,7068789,0.0,0.0
2024-03-18 12:30:00-04:00,175.2550048828125,175.6199951171875,174.75,175.39500427246094,5477904,0.0,0.0
2024-03-18 13:30:00-04:00,175.39999389648438,175.5399932861328,174.99000549316406,175.5301055908203,4053801,0.0,0.0
2024-03-18 14:30:00-04:00,175.53599548339844,175.5399932861328,174.82000732421875,175.06500244140625,5777258,0.0,0.0
2024-03-18 15:30:00-04:00,175.07000732421875,175.1750030517578,173.52000427246094,173.6999969482422,7286587,0.0,0.0
